Respondent ID,,Please check the Department or Team you primarily work with.,,How long have you been with Rocscience?,I make our customers’ needs and experiences a top priority in my work.,I regularly see colleagues responding promptly to customers to make them feel valued.,My manager encourages us to see things from the customer’s point of view when making decisions.,Our team regularly asks customers for feedback and uses it to improve what we do.,"I look for new and better ways to improve our products, services, and/or processes.",I regularly see colleagues asking bold questions and openly sharing new ideas.,"My manager encourages us to try new approaches, even if it means taking some risks.",Our team is always looking for ways to improve and do things better.,I set high standards for my work and aim to deliver great results.,I regularly see colleagues taking pride in their work and striving to do their best.,My manager expects us to fix mistakes quickly and treat them as learning opportunities.,Our team is always looking for ways to improve and do things better.,I own my decisions and actions and openly share how things turn out.,I regularly see colleagues stepping up to their responsibilities and owning the results – good or bad.,My manager leads by example when it comes to accountability and transparency.,Our team talks openly about mistakes and views them as opportunities to improve.,I encourage others to succeed by offering help when they need it.,I regularly see colleagues checking in with each other and lending a hand when needed.,My manager listens carefully and supports team members when challenges arise.,Our team celebrates each other’s successes and encourages personal and professional growth.,I feel confident that our company’s values are positively impacting our workplace culture.,I have a good grasp of how to apply our values in my daily tasks.,I believe the company’s values are reflected in everyday decisions and actions across the company.,I feel emotionally connected to our company’s mission.,My work gives me a sense of personal accomplishment.,I would recommend this company as a great place to work.,I have noticed positive changes in our company culture since these values were introduced.,Leadership encourages behaviours that align with our core values.,I feel confident that leadership has a clear plan for managing the company’s growth and acquisitions.,Recent changes make me feel anxious about my role in the company.,Leadership communicates clearly about where the company is headed and what’s changing.,The rate of change in Rocscience causes me to feel stressed and overwhelmed.,The acquisition of new companies has created confusion about how we work together as one organization.,I believe the company’s growth will create positive opportunities to advance my career.,I feel confident that my job is secure as the company continues to expand.,I feel that managers genuinely care about how employees are coping with growth and change.,I can count on my teammates for help and support especially when growth and change feel overwhelming .,The company’s growth makes me proud of what we’re achieving.,"I feel we still put customers first, even as we add new teams and face lots of new demands.","Even with so much change, my colleagues continue to strive for excellence in how they approach their jobs.",Growth and change do not affect my ability to fully support the company's values.,"What barriers prevent you or your colleagues from consistently applying our core values in daily work? If there are no barriers, please answer ""None.""","Describe one specific change you’ve observed in our company's culture since these values were introduced. If you've not observed any change, please answer ""None.""","What challenges or concerns have you personally experienced as the company continues to grow and integrate new acquisitions? If you haven't experienced any challenges or concerns, please answer ""None.""","If there is anything else you would like to say about our core values and associated behaviours, please use this space."
1.14983E+11,,Senior Management (‘C’ Suite & Directors),,11 years and more,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,There are more supporting values overall especially between different teams,None. Actually I feel very positive with new acquisitions,
1.14983E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Agree,Agree,Don't Know,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,None,We mention about core values more in our conversation.,None,
1.14983E+11,,Research & Development,,11 years and more,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Disagree,Don't Know,Disagree,Don't Know,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Time.,It comes up in conversation.,None.,
1.14983E+11,,Research & Development,,3 years or less,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,none,none,none,none
1.14983E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Don't Know,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,None ,None,None ,
1.14982E+11,,Management,,4-10 years,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,work load and unclarity about my role in the company are the main factor that doesn't let me to achieve excellence value,I think the company would have followed exactly the same path without defining these core values. ,"ambiguity about the integrations between programs and also when there are overlap between the softwars, we don't have a clear answer for the customer to tell them which one to pick and which one is better",
1.1498E+11,,Research & Development,,3 years or less,Strongly Agree,Don't Know,Don't Know,Don't Know,Strongly Agree,Agree,Don't Know,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,Don't Know,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Don't Know,Agree,Agree,Disagree,Disagree,Don't Know,Agree,Agree,Agree,Don't Know,Don't Know,Strongly Agree,Don't Know,Work fatigue,More corporate,None,
1.14978E+11,,Sales & Marketing,,4-10 years,Agree,Don't Know,Agree,Don't Know,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,"Those in leadership have conflicting expectations/goals when it comes to teams under them. In such a situation, it is difficult to grasp, who should be prioritised. ",None,Members of the leadership team want to know about everything but do not necessary acknowledge the challenges of the teams and team members. Growing responsibilities does not mean access to more resources. Expectation is to pack in more under the same time instead of focusing on growing the team. ,
1.14978E+11,,Business & Tech Support,,3 years or less,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Don't Know,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,None,I joined the company after the core values were implemented,None,I think the company has done a great job at implementing the core values
1.1498E+11,,Senior Management (‘C’ Suite & Directors),,4-10 years,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Changing the requirement from csuit,Accountability and excellence have been improved,There is no clear future path defined,
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Don't Know,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Agree,Agree,Don't Know,Agree,None,Activities and outcomes being analyzed measured against core values,"Although we acquire new companies, it can feel scope of personal growth is not much. There is no clear way of advancement within the corporate structure.     Given we are doing our best to contribute towards company's future:  -What is next for me?   -What goals do I need to meet for next promotion?  -What is the next promotion in the first place?  -With promotion do I get better PIUs or salary bump?     Rocscience is a phenomenal place to work. With these questions answered and a clear path of advancement it will be even better.",None
1.1498E+11,,Research & Development,,3 years or less,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,None,None,"I feel a sense of uncertainty about my future success, personal and financial growth, and job security within the company",
1.1498E+11,,Research & Development,,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1498E+11,,Research & Development,,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Don't Know,Disagree,Don't Know,Don't Know,Agree,Agree,Don't Know,Don't Know,Disagree,Agree,Don't Know,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,None,None,None,
1.1498E+11,,Senior Management (‘C’ Suite & Directors),,4-10 years,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Don't Know,Agree,Agree,Agree,A lack of coordination between teams.,None. The values reflect what was already there - which was/is a good company culture to work within,"There is sometimes a lack of clarity on how much we will with integrate with the new companies. Integration projects can be big, so it would be helpful to understand the to what degree we shall integrate and what the timeline is. ",
1.14979E+11,,Senior Management (‘C’ Suite & Directors),,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,"In general, I think employees are getting more engage with the company",None,
1.14978E+11,,Senior Management (‘C’ Suite & Directors),,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rapid change leaves little time to slow down and focus on living the values day in and day out.,People are more willing to share recognition.,"Workload.  Inability to get ""caught up"".  Sense of always chasing.  ",
1.14978E+11,,Business & Tech Support,,4-10 years,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Don't Know,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,A clear hierarchy and chain of command. Lots of change in business (pulling levers for revenue growth) has decreased customer focus. Increased turnover or new hires may not have same teamwork/supportive value as people that have been with the company longer.,"Introductions to new hires, new companies helps break down barriers. ",Priority/stress on revenue growth to the detriment of supportive (within team) and customer focus. Still room for improvement between management and employees regarding changes. ,I’m tried to encourage my team members to ground new ideas/suggestions for improvement in how they relate to core values to increase likelihood of adoption. 
1.14978E+11,,Research & Development,,3 years or less,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Disagree,Disagree,Don't Know,Agree,Don't Know,Agree,idk,idk,idk,idk
1.14978E+11,,Sales & Marketing,,4-10 years,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,too much workload,Celebrating each other's accomplishments more,Who is handling a sale for 3GSM products,No
1.14978E+11,,Business & Tech Support,,3 years or less,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None.,Prioritization of Support Tickets has improved by all teams.,None.,
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Don't Know,Don't Know,Agree,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,None,None,None,
1.14978E+11,,Research & Development,,11 years and more,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,"#Supportive, internally from the management, is not at the level it should be. ",None,Gossips and Rumors ,None
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,None,None,
1.14978E+11,,Research & Development,,3 years or less,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Pushing for change is being limited by immediate needs.,None,"As the company acquires other companies, not enough is being done to integrate them properly. They are often being left in silos. While the repercussions may not be immediate, they present themselves eventually.",
1.14978E+11,,Business & Tech Support,,4-10 years,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Don't Know,Strongly Disagree,Disagree,Strongly Disagree,Don't Know,Strongly Disagree,Don't Know,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,"Our company's management is incapable of communicating clearly, and seems to have total contempt for our customers. I would consider these to be significant barriers to applying our core values.","Since these values were introduced, it has become clear that our main responsibility is no longer towards our customers, but rather towards our investors. I'm not saying that the core values are the cause of this change - I'm  just pointing out that this change has taken place.","I may be wrong, but so far as I can tell, the company has not made any meaningful attempts to integrate the new acquisitions in the last several months.","Plenty of people at Rocscience were aligned with these values before they'd ever been codified. Those people are continuing to embody these values today.    I have no objections to the core values in and of themselves. What I object to is the way they are being used - namely, as a marketing tool. So far as I can see, these core values are being wielded for three purposes: to impress our investors, to attract new hires, and (maybe?) to entice potential future buyers. It's a shame to see perfectly honourable values misused in this way."
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,None,None,"I would like to get a better understanding of how us acquiring these new companies is benefiting them, us, as well as our customers. ","Our core values weren’t meant to change who we are — they were meant to capture and communicate what has always made us who we are.    If this isn't the case, then maybe it should be. I think some of the questions in the survey may have been focusing on trying to observe change in the company's behavior since the introduction of the values. Rocscience had excellent implicit core values to begin with. It's hard to write down guiding values for a culture since it's a complex and evolving thing. I believe that writing them down should be an attempt to highlight what makes us special and what we have always done to serve as a guiding light, but I wouldn't expect it to change our behavior much, especially since Rocscience has been living these principles for many years, and our culture as a whole is much more nuanced than just 5 values. That said, I appreciate that reflecting on these values can still help us see where we can continue to grow and strengthen our culture."
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Don't Know,Don't Know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,Don't Know,Agree,Don't Know,Agree,Strongly Agree,Don't Know,Agree,Agree,Agree,Don't Know,Don't Know,Strongly Agree,"Limited onboarding and integration beyond day one make it harder for new hires to fully understand how things work, who does what, and how our values show up in practice.    Communication can feel fragmented at times, with information shared through different channels and not always reaching everyone clearly or consistently.","""None""","""None""","The values themselves are strong and directionally aligned with how a modern software company should operate. The gap is less in the wording and more in consistent reinforcement: clearer onboarding, more deliberate communication, simple agile habits (planning, review, feedback loops), and more visible cross-team interaction would help translate the values from posters and slides into everyday behaviour."
1.14978E+11,,Business & Tech Support,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Don't Know,Agree,Agree,Agree,Agree,Agree,Agree,None,None,None,
1.14978E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,"Many people are comfortable hence resistant to support values like innovation.     Then, the company needs clear coordinators that create bridges between the teams, which doesn't exist right now.  Because it's hard to understand how to support each other when we don't have a cohesive plan and clear communication across teams.",None,"Increase in the volume of work but less organizational resources, due to a high rate of key team members leaving the company.",
1.14978E+11,,Research & Development,,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,"When making project decisions, we tend to put ourselves in the customers’ shoes and think about what kind of product they would want.",None,
1.14978E+11,,Research & Development,,3 years or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Agree,Agree,Strongly Agree,Don't Know,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Time and resources are a barrier to excellence and customer focused values.,People congratulate each other for product releases,New integrations that need to be added to a product roadmap,It's in a good state right now
1.14978E+11,,Business & Tech Support,,4-10 years,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Don't Know,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Agree,Don't Know,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Don't Know,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,None,None,My job role and responsibilities are changing with no clear path ahead.,
1.14978E+11,,Research & Development,,4-10 years,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Don't Know,Agree,Agree,Don't Know,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The demand to meet tight deadlines.,None,Not being aware of what other teams are working on and how we can align our products for better integration and cross-department collaboration.,
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Don't Know,Agree,Strongly Agree,Don't Know,Strongly Agree,Agree,Don't Know,Don't Know,Don't Know,Disagree,Don't Know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,None,None,None,"I think the company has always done a great job in these core values but because of this, I'm unsure how much has really changed within our company since establishing these core values."
1.14978E+11,,Sales & Marketing,,3 years or less,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Don't Know,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,None,None,"Adapting on acquisitions' work demands, styles",
1.14978E+11,,Research & Development,,3 years or less,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Agree,Don't Know,Agree,Strongly Agree,Don't Know,Agree,Don't Know,Don't Know,Don't Know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,None,None,
